deployment,n_providers,N,template,query_index,end_to_end_ms,provider_compute_ms_max,transport_ms,client_combine_decrypt_ms,uplink_bytes_total,downlink_bytes_total,mac_ok,he_params,provider_list,rtt_ms_max
"single-host loopback, n=3",3,35162,sum,63,51.0125,37.4571,12.0059,1.5495,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,64,51.2007,40.9235,8.77466,1.50251,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,65,51.2049,37.4853,12.226,1.4936,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,66,48.347,36.7132,10.1473,1.48651,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,67,51.3193,37.4611,12.3745,1.48361,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,68,51.3789,37.5542,12.3046,1.52015,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,69,51.0842,37.4461,12.168,1.47014,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,70,51.1125,37.2197,12.38,1.51283,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,71,51.1286,37.4998,12.1439,1.48488,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,72,51.2664,38.8671,10.891,1.50835,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,73,58.0276,44.1331,12.4071,1.48747,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,74,51.4315,37.6771,12.2451,1.50928,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,75,59.2818,45.3619,12.4031,1.51681,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,76,52.4569,38.6619,12.2889,1.50611,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,77,51.3121,37.4876,12.3537,1.4708,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,78,51.1335,37.6739,11.9405,1.51908,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,79,51.3811,37.5034,12.3894,1.48831,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,80,51.4933,37.8787,12.1205,1.49415,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,81,51.5638,37.673,12.3808,1.51003,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
